Image,Plot,Date_Index,Date,Variety,Cover,EXG_Local_AC,EXG_Local_PR,EXG_Local_RC,EXGR_Local_AC,EXGR_Local_PR,EXGR_Local_RC,GLI_Local_AC,GLI_Local_PR,GLI_Local_RC,VARI_Local_AC,VARI_Local_PR,VARI_Local_RC,EXG_Global_AC,EXG_Global_PR,EXG_Global_RC,EXGR_Global_AC,EXGR_Global_PR,EXGR_Global_RC,GLI_Global_AC,GLI_Global_PR,GLI_Global_RC,VARI_Global_AC,VARI_Global_PR,VARI_Global_RC,EXG_Zero_AC,EXG_Zero_PR,EXG_Zero_RC,EXGR_Zero_AC,EXGR_Zero_PR,EXGR_Zero_RC,GLI_Zero_AC,GLI_Zero_PR,GLI_Zero_RC,VARI_Zero_AC,VARI_Zero_PR,VARI_Zero_RC
205C_20210929,205C,20210929,09/29/2021,Oat,Post,0.9,0.8,0.6666666666666666,0.9,0.7142857142857143,0.8333333333333334,0.8666666666666667,0.6666666666666666,0.6666666666666666,0.9,0.6666666666666666,1.0,0.9,1.0,0.5,0.9,0.8,0.6666666666666666,0.9,0.8,0.6666666666666666,0.4666666666666667,0.2727272727272727,1.0,0.5666666666666667,0.3157894736842105,1.0,0.9333333333333333,0.75,1.0,0.5666666666666667,0.3157894736842105,1.0,0.8333333333333334,0.5454545454545454,1.0
104B_20211005,104B,20211005,10/05/2021,Oat,Post,0.7333333333333333,0.6,0.3333333333333333,0.7666666666666667,0.6666666666666666,0.4444444444444444,0.7666666666666667,0.6666666666666666,0.4444444444444444,0.36666666666666664,0.32142857142857145,1.0,0.7333333333333333,0.6,0.3333333333333333,0.7666666666666667,0.6666666666666666,0.4444444444444444,0.7666666666666667,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.391304347826087,1.0,0.36666666666666664,0.32142857142857145,1.0,0.7333333333333333,0.5454545454545454,0.6666666666666666,0.36666666666666664,0.32142857142857145,1.0,0.6666666666666666,0.4666666666666667,0.7777777777777778
406B_20211005,406B,20211005,10/05/2021,Oat,Fallow,0.1,0.03571428571428571,1.0,0.13333333333333333,0.037037037037037035,1.0,0.03333333333333333,0.03333333333333333,1.0,0.16666666666666666,0.038461538461538464,1.0,0.9666666666666667,0.0,0.0,0.9666666666666667,0.0,0.0,0.9666666666666667,0.0,0.0,0.4666666666666667,0.058823529411764705,1.0,0.43333333333333335,0.05555555555555555,1.0,0.9333333333333333,0.3333333333333333,1.0,0.43333333333333335,0.05555555555555555,1.0,0.8333333333333334,0.16666666666666666,1.0
201B_20210821,201B,20210821,08/21/2021,Oat,Fallow,0.1,0.06896551724137931,1.0,0.1,0.06896551724137931,1.0,0.06666666666666667,0.06666666666666667,1.0,0.3,0.08695652173913043,1.0,0.9333333333333333,0.0,0.0,0.9333333333333333,0.0,0.0,0.9333333333333333,0.0,0.0,0.7333333333333333,0.125,0.5,0.9333333333333333,0.5,0.5,0.9666666666666667,1.0,0.5,0.9333333333333333,0.5,0.5,0.9333333333333333,0.5,0.5
103B_20211005,103B,20211005,10/05/2021,Oat,Post,0.7666666666666667,1.0,0.36363636363636365,0.8666666666666667,1.0,0.6363636363636364,0.8666666666666667,1.0,0.6363636363636364,0.43333333333333335,0.39285714285714285,1.0,0.7666666666666667,1.0,0.36363636363636365,0.8333333333333334,1.0,0.5454545454545454,0.8666666666666667,1.0,0.6363636363636364,0.5333333333333333,0.44,1.0,0.5333333333333333,0.44,1.0,0.9333333333333333,0.9090909090909091,0.9090909090909091,0.5333333333333333,0.44,1.0,0.8,0.6666666666666666,0.9090909090909091
401A_20211005,401A,20211005,10/05/2021,Oat,Under,0.2,0.75,0.11538461538461539,0.2,0.75,0.11538461538461539,0.3,0.7272727272727273,0.3076923076923077,0.4666666666666667,0.8571428571428571,0.46153846153846156,0.6666666666666666,0.8636363636363636,0.7307692307692307,0.6666666666666666,0.8333333333333334,0.7692307692307693,0.6666666666666666,0.8333333333333334,0.7692307692307693,0.8666666666666667,0.8666666666666667,1.0,0.8666666666666667,0.8666666666666667,1.0,0.8666666666666667,0.8666666666666667,1.0,0.8666666666666667,0.8666666666666667,1.0,0.8666666666666667,0.8666666666666667,1.0
404A_20211005,404A,20211005,10/05/2021,Soy,Under,0.5666666666666667,0.8333333333333334,0.29411764705882354,0.5666666666666667,0.8333333333333334,0.29411764705882354,0.5666666666666667,0.8333333333333334,0.29411764705882354,0.6666666666666666,0.7692307692307693,0.5882352941176471,0.7333333333333333,0.9090909090909091,0.5882352941176471,0.7666666666666667,0.8571428571428571,0.7058823529411765,0.7333333333333333,0.8,0.7058823529411765,0.6666666666666666,0.6296296296296297,1.0,0.6333333333333333,0.6071428571428571,1.0,0.8333333333333334,0.8,0.9411764705882353,0.6333333333333333,0.6071428571428571,1.0,0.8333333333333334,0.7727272727272727,1.0
401B_20211005,401B,20211005,10/05/2021,Oat,Fallow,0.13333333333333333,0.10344827586206896,1.0,0.13333333333333333,0.10344827586206896,1.0,0.13333333333333333,0.10344827586206896,1.0,0.23333333333333334,0.11538461538461539,1.0,0.9,0.0,0.0,0.9,0.0,0.0,0.9,0.0,0.0,0.6,0.15384615384615385,0.6666666666666666,0.4666666666666667,0.15789473684210525,1.0,0.9333333333333333,1.0,0.3333333333333333,0.4666666666666667,0.15789473684210525,1.0,0.7666666666666667,0.16666666666666666,0.3333333333333333
110B_20211005,110B,20211005,10/05/2021,Oat,Post,0.7666666666666667,0.6666666666666666,0.4444444444444444,0.8,0.7142857142857143,0.5555555555555556,0.7666666666666667,0.625,0.5555555555555556,0.5666666666666667,0.4090909090909091,1.0,0.8,0.7142857142857143,0.5555555555555556,0.8,0.7142857142857143,0.5555555555555556,0.8,0.6666666666666666,0.6666666666666666,0.5333333333333333,0.391304347826087,1.0,0.4666666666666667,0.36,1.0,0.7,0.5,0.7777777777777778,0.4666666666666667,0.36,1.0,0.6333333333333333,0.4444444444444444,0.8888888888888888
109B_20211005,109B,20211005,10/05/2021,Oat,Post,0.7,0.75,0.46153846153846156,0.7,0.75,0.46153846153846156,0.7333333333333333,0.7777777777777778,0.5384615384615384,0.8333333333333334,0.7222222222222222,1.0,0.7,0.75,0.46153846153846156,0.7333333333333333,0.7777777777777778,0.5384615384615384,0.7333333333333333,0.7777777777777778,0.5384615384615384,0.7,0.5909090909090909,1.0,0.6333333333333333,0.5416666666666666,1.0,0.9,0.8571428571428571,0.9230769230769231,0.6333333333333333,0.5416666666666666,1.0,0.8333333333333334,0.75,0.9230769230769231
209A_20211015,209A,20211015,10/15/2021,Oat,Under,0.6333333333333333,0.875,0.4117647058823529,0.7,0.9,0.5294117647058824,0.7,0.9,0.5294117647058824,0.8666666666666667,0.9333333333333333,0.8235294117647058,0.8,0.9230769230769231,0.7058823529411765,0.8333333333333334,0.9285714285714286,0.7647058823529411,0.7666666666666667,0.8125,0.7647058823529411,0.6333333333333333,0.6071428571428571,1.0,0.6,0.5862068965517241,1.0,0.8333333333333334,0.8,0.9411764705882353,0.6,0.5862068965517241,1.0,0.8666666666666667,0.8095238095238095,1.0
407B_20211015,407B,20211015,10/15/2021,Oat,Fallow,0.03333333333333333,0.03333333333333333,1.0,0.03333333333333333,0.03333333333333333,1.0,0.03333333333333333,0.03333333333333333,1.0,0.03333333333333333,0.03333333333333333,1.0,0.9666666666666667,0.0,0.0,0.9666666666666667,0.0,0.0,0.9666666666666667,0.0,0.0,0.5333333333333333,0.06666666666666667,1.0,0.43333333333333335,0.05555555555555555,1.0,0.9666666666666667,0.5,1.0,0.43333333333333335,0.05555555555555555,1.0,0.8333333333333334,0.16666666666666666,1.0
304A_20211015,304A,20211015,10/15/2021,Oat,Post,0.9333333333333333,1.0,0.8823529411764706,0.9666666666666667,1.0,0.9411764705882353,0.9333333333333333,0.9411764705882353,0.9411764705882353,0.7666666666666667,0.7083333333333334,1.0,0.7,1.0,0.47058823529411764,0.8333333333333334,1.0,0.7058823529411765,0.9333333333333333,1.0,0.8823529411764706,0.7333333333333333,0.68,1.0,0.7333333333333333,0.68,1.0,0.9333333333333333,0.8947368421052632,1.0,0.7333333333333333,0.68,1.0,0.9,0.85,1.0
301B_20211015,301B,20211015,10/15/2021,Oat,Fallow,0.1,0.1,1.0,0.1,0.1,1.0,0.1,0.1,1.0,0.1,0.1,1.0,0.9,0.0,0.0,0.9333333333333333,1.0,0.3333333333333333,0.9333333333333333,1.0,0.3333333333333333,0.5,0.16666666666666666,1.0,0.7,0.25,1.0,0.8666666666666667,0.3333333333333333,0.3333333333333333,0.7,0.25,1.0,0.7666666666666667,0.16666666666666666,0.3333333333333333
202A_20211015,202A,20211015,10/15/2021,Oat,Under,0.5,1.0,0.3181818181818182,0.3333333333333333,1.0,0.09090909090909091,0.6666666666666666,1.0,0.5454545454545454,0.8,0.8076923076923077,0.9545454545454546,0.7333333333333333,0.7916666666666666,0.8636363636363636,0.7666666666666667,0.7777777777777778,0.9545454545454546,0.7666666666666667,0.7777777777777778,0.9545454545454546,0.7333333333333333,0.7333333333333333,1.0,0.7333333333333333,0.7333333333333333,1.0,0.7666666666666667,0.7777777777777778,0.9545454545454546,0.7333333333333333,0.7333333333333333,1.0,0.7666666666666667,0.7586206896551724,1.0
406C_20211015,406C,20211015,10/15/2021,Oat,Post,0.7333333333333333,1.0,0.1111111111111111,0.8333333333333334,0.8333333333333334,0.5555555555555556,0.8333333333333334,0.8333333333333334,0.5555555555555556,0.6333333333333333,0.45,1.0,0.7333333333333333,1.0,0.1111111111111111,0.7666666666666667,1.0,0.2222222222222222,0.8333333333333334,0.8333333333333334,0.5555555555555556,0.5,0.375,1.0,0.5,0.375,1.0,0.8,0.6,1.0,0.5,0.375,1.0,0.7333333333333333,0.5294117647058824,1.0
305A_20211015,305A,20211015,10/15/2021,Oat,Post,0.6333333333333333,0.7142857142857143,0.35714285714285715,0.6666666666666666,0.8333333333333334,0.35714285714285715,0.6333333333333333,0.7142857142857143,0.35714285714285715,0.8333333333333334,0.8,0.8571428571428571,0.6333333333333333,0.7142857142857143,0.35714285714285715,0.6666666666666666,0.8333333333333334,0.35714285714285715,0.7,0.7777777777777778,0.5,0.6333333333333333,0.56,1.0,0.5333333333333333,0.5,1.0,0.8666666666666667,0.8571428571428571,0.8571428571428571,0.5333333333333333,0.5,1.0,0.8666666666666667,0.8125,0.9285714285714286
209C_20211015,209C,20211015,10/15/2021,Oat,Post,0.7666666666666667,1.0,0.36363636363636365,0.8333333333333334,1.0,0.5454545454545454,0.9,1.0,0.7272727272727273,0.5,0.4230769230769231,1.0,0.8333333333333334,1.0,0.5454545454545454,0.9333333333333333,1.0,0.8181818181818182,0.8666666666666667,0.8181818181818182,0.8181818181818182,0.5666666666666667,0.4583333333333333,1.0,0.4666666666666667,0.4074074074074074,1.0,0.7666666666666667,0.6111111111111112,1.0,0.4666666666666667,0.4074074074074074,1.0,0.7,0.55,1.0
304A_20211025,304A,20211025,10/25/2021,Oat,Post,0.7,1.0,0.18181818181818182,0.43333333333333335,0.39285714285714285,1.0,0.36666666666666664,0.36666666666666664,1.0,0.5333333333333333,0.44,1.0,0.7333333333333333,1.0,0.2727272727272727,0.7333333333333333,0.8,0.36363636363636365,0.8333333333333334,0.875,0.6363636363636364,0.6,0.4782608695652174,1.0,0.5333333333333333,0.44,1.0,0.8,0.6923076923076923,0.8181818181818182,0.5333333333333333,0.44,1.0,0.7666666666666667,0.6111111111111112,1.0
406A_20211025,406A,20211025,10/25/2021,Oat,Under,0.4,0.8333333333333334,0.22727272727272727,0.3,0.6666666666666666,0.09090909090909091,0.5666666666666667,0.9090909090909091,0.45454545454545453,0.7,0.8421052631578947,0.7272727272727273,0.7333333333333333,0.9375,0.6818181818181818,0.7333333333333333,0.8888888888888888,0.7272727272727273,0.7,0.8421052631578947,0.7272727272727273,0.8333333333333334,0.8148148148148148,1.0,0.8333333333333334,0.8148148148148148,1.0,0.7,0.782608695652174,0.8181818181818182,0.8333333333333334,0.8148148148148148,1.0,0.8333333333333334,0.8148148148148148,1.0
202A_20211025,202A,20211025,10/25/2021,Oat,Under,0.4,0.75,0.2727272727272727,0.3333333333333333,0.75,0.13636363636363635,0.5,0.7333333333333333,0.5,0.5333333333333333,0.7222222222222222,0.5909090909090909,0.7,0.76,0.8636363636363636,0.7333333333333333,0.7692307692307693,0.9090909090909091,0.6666666666666666,0.7142857142857143,0.9090909090909091,0.7333333333333333,0.7333333333333333,1.0,0.7333333333333333,0.7333333333333333,1.0,0.7333333333333333,0.7333333333333333,1.0,0.7333333333333333,0.7333333333333333,1.0,0.7333333333333333,0.7333333333333333,1.0
308C_20211025,308C,20211025,10/25/2021,Oat,Under,0.6333333333333333,1.0,0.21428571428571427,0.6,1.0,0.14285714285714285,0.7333333333333333,0.875,0.5,0.8333333333333334,0.7647058823529411,0.9285714285714286,0.6666666666666666,0.7,0.5,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.7666666666666667,0.7333333333333333,0.7857142857142857,0.5333333333333333,0.5,1.0,0.5333333333333333,0.5,1.0,0.8333333333333334,0.7368421052631579,1.0,0.5333333333333333,0.5,1.0,0.7666666666666667,0.6666666666666666,1.0
306C_20211025,306C,20211025,10/25/2021,Oat,Under,0.23333333333333334,0.0,0.0,0.26666666666666666,0.0,0.0,0.3333333333333333,0.75,0.13636363636363635,0.8333333333333334,0.8695652173913043,0.9090909090909091,0.7,0.8095238095238095,0.7727272727272727,0.7666666666666667,0.8260869565217391,0.8636363636363636,0.7333333333333333,0.8181818181818182,0.8181818181818182,0.7333333333333333,0.7333333333333333,1.0,0.7333333333333333,0.7333333333333333,1.0,0.7666666666666667,0.7586206896551724,1.0,0.7333333333333333,0.7333333333333333,1.0,0.7333333333333333,0.7333333333333333,1.0
202C_20211025,202C,20211025,10/25/2021,Oat,Post,0.8,0.625,0.625,0.8,0.625,0.625,0.7,0.45454545454545453,0.625,0.5,0.34782608695652173,1.0,0.7333333333333333,0.5,0.625,0.7333333333333333,0.5,0.75,0.7,0.46153846153846156,0.75,0.43333333333333335,0.32,1.0,0.4,0.3076923076923077,1.0,0.7666666666666667,0.5333333333333333,1.0,0.4,0.3076923076923077,1.0,0.6333333333333333,0.42105263157894735,1.0
309B_20211025,309B,20211025,10/25/2021,Oat,Fallow,0.23333333333333334,0.11538461538461539,1.0,0.2,0.1111111111111111,1.0,0.2,0.1111111111111111,1.0,0.23333333333333334,0.11538461538461539,1.0,0.9,0.5,0.6666666666666666,0.9,0.5,0.6666666666666666,0.9,0.5,0.6666666666666666,0.5333333333333333,0.17647058823529413,1.0,0.36666666666666664,0.13636363636363635,1.0,0.8666666666666667,0.4,0.6666666666666666,0.36666666666666664,0.13636363636363635,1.0,0.8,0.2857142857142857,0.6666666666666666
101C_20211025,101C,20211025,10/25/2021,Oat,Under,0.36666666666666664,0.5,0.10526315789473684,0.4,0.6666666666666666,0.10526315789473684,0.43333333333333335,0.6666666666666666,0.21052631578947367,0.6666666666666666,0.7142857142857143,0.7894736842105263,0.5333333333333333,0.6470588235294118,0.5789473684210527,0.6666666666666666,0.7142857142857143,0.7894736842105263,0.7333333333333333,0.7391304347826086,0.8947368421052632,0.6,0.6206896551724138,0.9473684210526315,0.6333333333333333,0.6333333333333333,1.0,0.6333333333333333,0.6538461538461539,0.8947368421052632,0.6333333333333333,0.6333333333333333,1.0,0.6,0.6206896551724138,0.9473684210526315
103B_20210909,103B,20210909,09/09/2021,Oat,Post,0.16666666666666666,0.10714285714285714,1.0,0.13333333333333333,0.10344827586206896,1.0,0.13333333333333333,0.10344827586206896,1.0,0.2,0.1111111111111111,1.0,0.9333333333333333,1.0,0.3333333333333333,0.9333333333333333,1.0,0.3333333333333333,0.9333333333333333,1.0,0.3333333333333333,0.4666666666666667,0.15789473684210525,1.0,0.36666666666666664,0.13636363636363635,1.0,1.0,1.0,1.0,0.36666666666666664,0.13636363636363635,1.0,0.9,0.5,1.0
103C_20210909,103C,20210909,09/09/2021,Oat,Under,0.9333333333333333,0.7142857142857143,1.0,0.9333333333333333,0.7142857142857143,1.0,0.9333333333333333,0.7142857142857143,1.0,0.36666666666666664,0.20833333333333334,1.0,0.8666666666666667,0.6666666666666666,0.4,0.9,0.6666666666666666,0.8,0.9333333333333333,0.7142857142857143,1.0,0.36666666666666664,0.20833333333333334,1.0,0.4,0.21739130434782608,1.0,0.9,0.625,1.0,0.4,0.21739130434782608,1.0,0.7333333333333333,0.38461538461538464,1.0
