Unnamed: 0,Y,X,Reference,Predicted_EXG_L,Predicted_EXGR_L,Predicted_GLI_L,Predicted_VARI_L,Predicted_EXG_G,Predicted_EXGR_G,Predicted_GLI_G,Predicted_VARI_G,Predicted_EXG_Z,Predicted_EXGR_Z,Predicted_GLI_Z,Predicted_VARI_Z,EXG_Value,EXGR_Value,GLI_Value,VARI_Value,Red_Value,Green_Value,Blue_Value
0,695,1110,1,1,1,1,1,1,1,1,1,1,1,1,1,0.41463414634146345,0.3512195121951218,0.281767955801105,0.12643678160919541,0.3821138211382114,0.4715447154471545,0.14634146341463414
1,47,701,0,1,1,1,1,0,0,1,1,1,1,1,1,0.24528301886792458,0.1532075471698116,0.17333333333333334,0.09523809523809523,0.3622641509433962,0.41509433962264153,0.22264150943396227
2,1211,809,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.007633587786259555,-0.2290076335877862,-0.0057361376673040155,-0.14124293785310735,0.3944020356234097,0.33078880407124683,0.2748091603053435
3,452,1245,0,0,1,1,1,0,0,0,1,1,0,1,0,0.004807692307692291,-0.1673076923076922,0.003601440576230492,-0.06910569105691057,0.36217948717948717,0.3349358974358974,0.30288461538461536
4,123,26,0,0,1,1,0,0,0,0,0,1,0,1,0,0.018656716417910446,-0.2477611940298507,0.013927576601671309,-0.17123287671232876,0.43283582089552236,0.33955223880597013,0.22761194029850745
5,224,518,1,0,1,1,1,0,0,0,1,1,0,1,1,0.07608695652173914,-0.03315217391304348,0.056,0.06338028169014084,0.3342391304347826,0.358695652173913,0.3070652173913043
6,114,1037,0,1,1,1,1,0,0,0,1,1,1,1,1,0.12173913043478263,0.039130434782608636,0.08860759493670886,0.11956521739130435,0.32608695652173914,0.3739130434782609,0.3
7,1233,36,1,1,1,1,1,0,0,0,1,1,1,1,1,0.16550522648083615,0.09303135888501723,0.1191969887076537,0.136,0.32926829268292684,0.3885017421602787,0.28222996515679444
8,497,625,0,1,1,1,1,0,0,0,1,1,1,1,1,0.19491525423728812,0.13050847457627107,0.1393939393939394,0.14814814814814814,0.3305084745762712,0.3983050847457627,0.2711864406779661
9,578,293,0,0,1,1,0,0,0,0,0,1,0,1,0,0.022922636103151817,-0.20573065902578797,0.017094017094017096,-0.1329479768786127,0.4068767908309456,0.34097421203438394,0.2521489971346705
10,424,273,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.02139037433155072,-0.2192513368983955,-0.016129032258064516,-0.12,0.37433155080213903,0.32620320855614976,0.2994652406417112
11,4,813,0,1,1,1,1,1,1,1,1,1,1,1,1,0.44375000000000003,0.3475000000000002,0.29957805907172996,0.0873015873015873,0.4125,0.48125,0.10625
12,569,704,0,0,1,1,1,0,0,0,1,1,0,1,1,0.047337278106508895,-0.0840236686390532,0.03508771929824561,0.015384615384615385,0.3431952662721893,0.34911242603550297,0.3076923076923077
13,516,203,0,1,1,1,1,0,0,0,1,1,1,1,1,0.21367521367521375,0.14358974358974375,0.15212981744421908,0.13450292397660818,0.33903133903133903,0.4045584045584046,0.2564102564102564
14,1274,1181,0,0,1,1,1,0,0,0,1,1,0,1,0,0.05311778290993069,-0.10023094688221706,0.039316239316239315,-0.02185792349726776,0.36027713625866054,0.3510392609699769,0.28868360277136257
15,252,97,0,0,1,1,1,0,0,0,0,1,0,1,0,0.03907637655417412,-0.17406749555950246,0.029023746701846966,-0.10830324909747292,0.3996447602131439,0.3463587921847247,0.2539964476021314
16,746,684,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.02447552447552448,-0.26713286713286716,-0.018469656992084433,-0.17424242424242425,0.40559440559440557,0.32517482517482516,0.2692307692307692
17,459,566,0,0,1,1,1,0,0,0,1,1,0,1,0,0.04156479217603909,-0.134963325183374,0.030852994555353903,-0.06077348066298342,0.3740831295843521,0.3471882640586797,0.2787286063569682
18,62,205,0,1,1,1,1,0,0,1,1,1,1,1,1,0.27826086956521734,0.18086956521739123,0.1951219512195122,0.08695652173913043,0.3739130434782609,0.4260869565217391,0.2
19,711,507,0,0,1,1,1,0,0,0,0,0,0,0,0,-0.021235521235521193,-0.20579150579150568,-0.01601164483260553,-0.10101010101010101,0.36486486486486486,0.32625482625482627,0.3088803088803089
20,890,1274,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.08433734939759036,-0.3694779116465862,-0.06461538461538462,-0.25663716814159293,0.42168674698795183,0.30522088353413657,0.27309236947791166
21,1210,335,0,0,1,1,1,0,0,0,1,1,0,1,0,0.028189910979228516,-0.11305637982195837,0.020994475138121547,-0.007874015748031496,0.3456973293768546,0.3427299703264095,0.3115727002967359
22,1042,1287,0,0,1,1,1,0,0,0,0,1,0,1,0,0.04062499999999997,-0.1593750000000001,0.030162412993039442,-0.09210526315789473,0.390625,0.346875,0.2625
23,478,488,1,0,1,1,0,0,0,0,0,1,0,1,0,0.04000000000000001,-0.34133333333333327,0.0297029702970297,-0.23636363636363636,0.52,0.3466666666666667,0.13333333333333333
24,248,740,1,1,1,1,1,0,0,0,1,1,1,1,1,0.1322580645161291,0.030967741935484017,0.09601873536299765,0.08088235294117647,0.3419354838709677,0.3774193548387097,0.2806451612903226
25,1254,813,0,0,1,1,1,0,0,0,1,1,0,1,1,0.09411764705882347,-0.01882352941176485,0.06896551724137931,0.05714285714285714,0.3411764705882353,0.36470588235294116,0.29411764705882354
26,942,423,0,0,1,1,1,0,0,0,0,0,0,0,0,-0.008016032064128265,-0.19078156312625244,-0.006024096385542169,-0.09137055837563451,0.3667334669338677,0.3306613226452906,0.3026052104208417
27,1023,884,0,0,1,1,1,0,0,0,1,1,0,1,0,0.02247191011235955,-0.13220973782771522,0.01675977653631285,-0.03365384615384615,0.3539325842696629,0.3408239700374532,0.3052434456928839
28,483,244,0,0,1,1,1,0,0,0,1,1,0,1,0,0.05666156202143946,-0.08851454823889748,0.04190260475651189,-0.007380073800738007,0.3552833078101072,0.35222052067381315,0.29249617151607965
29,450,779,0,0,1,1,0,0,0,0,0,1,0,1,0,0.03686635944700459,-0.23686635944700465,0.0273972602739726,-0.168,0.4423963133640553,0.3456221198156682,0.2119815668202765
